4/7/18 00:00;6507.99;6517.5;6506.9;6514.26;12.46;81133.9;6513.11
4/7/18 00:05;6514.8;6517.49;6500.11;6508.17;31.85;207544.9;6516.85
4/7/18 00:10;6508.17;6510.01;6497.44;6498.57;13.3;86461.34;6502.46
4/7/18 00:15;6496.15;6502.34;6477.57;6479.86;33.29;215989.7;6487.43
4/7/18 00:20;6479.22;6492.1;6477.58;6492.1;13.39;86828.74;6482.76
4/7/18 00:25;6485.46;6492.63;6470;6473.92;40.97;265541.11;6481.95
4/7/18 00:30;6470.02;6492.27;6462.71;6480.25;115.37;746790.69;6472.91
4/7/18 00:35;6482.49;6488.98;6470;6478.78;16.06;104075.03;6478.48
4/7/18 00:40;6470.33;6473.98;6451;6459.94;58.6;378699.58;6462.26
4/7/18 00:45;6464.09;6466.1;6455.63;6465.2;7.57;48881.07;6461.46
4/7/18 00:50;6465.29;6476.23;6460.01;6476.01;7.48;48374.69;6467.75
4/7/18 00:55;6465.14;6468;6455.07;6455.09;16.06;103818.11;6463.2
4/7/18 01:00;6455.08;6463.62;6437.75;6437.75;40.05;258135.62;6445.03
4/7/18 01:05;6437.75;6447.43;6434.49;6442.62;37.78;243357.26;6441.13
4/7/18 01:10;6442.61;6442.62;6432;6439.36;20.77;133684.7;6435.94
4/7/18 01:15;6434.21;6441.46;6413.2;6428.5;134.05;861400.05;6426.18
4/7/18 01:20;6430.06;6444.33;6428.11;6433.83;28.36;182536.43;6436.78
4/7/18 01:25;6431.4;6454.99;6431.4;6454.99;11.06;71229.03;6440.71
4/7/18 01:30;6446.06;6457.07;6444.8;6457.07;3.33;21499.7;6451.96
4/7/18 01:35;6457.07;6461.41;6450.81;6458.91;4.58;29537.12;6454.4
4/7/18 01:40;6458.91;6460.95;6447.18;6452.68;12.48;80489.74;6451.02
4/7/18 01:45;6452.67;6453;6446.62;6449.52;12.48;80504.61;6450.06
4/7/18 01:50;6450;6466.84;6449.99;6459;16.95;109481.75;6460.31
4/7/18 01:55;6457.06;6458.92;6451.48;6457.99;9.24;59644.23;6455.17
4/7/18 02:00;6457.93;6457.93;6451.46;6451.46;2.65;17122.3;6453.13
4/7/18 02:05;6453.41;6459.56;6450;6459.56;14.98;96718.15;6455.81
4/7/18 02:10;6456.88;6462.97;6456.87;6458.82;2.56;16562.32;6460.67
4/7/18 02:15;6458.82;6474.67;6458.82;6463.42;17.26;111672.16;6469.86
4/7/18 02:20;6463.42;6468.83;6460;6460.01;7.69;49671.78;6463.45
4/7/18 02:25;6460.01;6465.03;6457.47;6459.07;33.17;214262.91;6459.03
4/7/18 02:30;6459.07;6464;6454.12;6460.69;4.44;28682.55;6459.21
4/7/18 02:35;6452.27;6458.82;6440;6449.18;18.64;120109.48;6443.67
4/7/18 02:40;6447.02;6457.28;6441.2;6454.59;14.35;92567.81;6450.94
4/7/18 02:45;6449.74;6460.96;6446.96;6455.91;9.09;58693.45;6453.54
4/7/18 02:50;6455.85;6470.4;6452.64;6462.96;22.71;146841.52;6464.7
4/7/18 02:55;6463.79;6472.47;6457.24;6460.95;18.37;118811.83;6466.35
4/7/18 03:00;6469.03;6473.29;6458.13;6464.73;31.13;201370.89;6469.46
4/7/18 03:05;6464.71;6477.67;6457.25;6471.7;55.84;361556.66;6474.77
4/7/18 03:10;6471.91;6473;6463.06;6470.36;10.2;66014.07;6469.22
4/7/18 03:15;6466.75;6482.24;6460.55;6476.74;52.21;337959.93;6473.43
4/7/18 03:20;6473.13;6489.7;6469.05;6489.7;25.21;163475.97;6484.59
4/7/18 03:25;6481.01;6489.01;6471.19;6471.19;16.4;106173.62;6475.38
4/7/18 03:30;6478.22;6481.68;6470.24;6474.5;1.36;8829.3;6478.45
4/7/18 03:35;6474.53;6481.62;6470.34;6478.19;5.65;36588.79;6472.71
4/7/18 03:40;6471.15;6476.74;6470.25;6476.29;9.06;58633.82;6473.48
4/7/18 03:45;6476.28;6476.28;6470.24;6474.21;3.93;25417.05;6472.04
4/7/18 03:50;6474.21;6474.22;6462.02;6469.02;7.21;46656.74;6466.72
4/7/18 03:55;6466.29;6469.22;6462.7;6469.22;6.78;43856.58;6465.49
4/7/18 04:00;6471.24;6478.79;6462.11;6475.17;2.91;18810.97;6468.15
4/7/18 04:05;6475.17;6478.79;6467.24;6478.78;9.82;63548.28;6472.66
4/7/18 04:10;6478.78;6478.79;6467.17;6478.78;42.47;274904.39;6472.57
4/7/18 04:15;6478.79;6478.79;6467.78;6475.35;96.63;624971.07;6467.95
4/7/18 04:20;6475.35;6477.5;6470.2;6473.64;29.44;190579.45;6472.77
4/7/18 04:25;6473.63;6476.02;6470.2;6473.35;4.09;26448.38;6473.1
4/7/18 04:30;6473.34;6474.71;6470.23;6473.96;1.15;7476.43;6473.33
4/7/18 04:35;6473.95;6478.77;6468.25;6478.77;20.1;130085.37;6472.38
4/7/18 04:40;6468.96;6478.79;6467;6467.01;32.39;209727.73;6474.58
4/7/18 04:45;6467.01;6471.69;6467;6470.53;21.82;141218.74;6470.53
4/7/18 04:50;6470.45;6473.22;6464.16;6464.16;11.5;74412.3;6468.54
4/7/18 04:55;6468.53;6478.79;6466.54;6466.54;3.62;23390.68;6470.04
4/7/18 05:00;6471.01;6475.98;6466.54;6466.87;21.12;136664.14;6471.25
4/7/18 05:05;6466.87;6470.55;6462.49;6466.78;44.44;287355.97;6465.69
4/7/18 05:10;6462.81;6468.21;6457.67;6463.18;49.86;322270.35;6463.17
4/7/18 05:15;6467.03;6469.27;6457.01;6457.03;14.83;95864.84;6462.48
4/7/18 05:20;6457.13;6465.87;6456.2;6465;27.24;175942.23;6459.25
